File_Name,Session,Emotion,val,act,dom,wav_file_name,Signal_Mean,Signal_StdDeviation,Rms_Vec_Mean,Rms_Vec_StdDeviation,Autocorrelation_Max,Autocorrelation_StdDeviation,Silence,Harmonic_Mean
3-01-3_3333-2_6667-2_0-Ses03M_script02_2_M019.wav, 3,01,3_3333,2_6667,2_0,Ses03M_script02_2_M019, -2.7563743e-05, 0.0032072288, 4.250996e-08, 1.1676706e-05, 4635.4946, 6436.96, 0.99998677, 0.005853835
1-03-4_6667-3_6667-2_3333-Ses01F_script01_3_F010.wav, 1,03,4_6667,3_6667,2_3333,Ses01F_script01_3_F010, -2.0426189e-05, 0.006920537, 3.083757e-07, 4.6195666e-05, 639.6893, 681.0152, 0.9999554, 0.0025585585
4-10-3_5-3_0-3_0-Ses04F_impro07_F050.wav, 4,10,3_5,3_0,3_0,Ses04F_impro07_F050, -2.9297622e-05, 0.023744648, 6.057453e-07, 0.000119928394, 166250.42, 162202.28, 0.9999745, 0.0018898988
4-09-1_5-3_5-4_0-Ses04F_script01_2_F019.wav, 4,09,1_5,3_5,4_0,Ses04F_script01_2_F019, -2.9038678e-05, 0.07837445, 1.7248277e-06, 0.00036766758, 1927185.2, 2737775.0, 0.999978, 0.00089034333
2-09-3_0-3_5-3_0-Ses02M_impro01_M006.wav, 2,09,3_0,3_5,3_0,Ses02M_impro01_M006, -2.310411e-05, 0.016400555, 4.395512e-07, 8.490396e-05, 28462.23, 38838.11, 0.9999732, 0.0040918775
5-03-3_0-2_0-3_5-Ses05F_script02_2_F015.wav, 5,03,3_0,2_0,3_5,Ses05F_script02_2_F015, -2.8090886e-05, 0.008346194, 4.9557023e-08, 2.0337347e-05, 35519.332, 159409.34, 0.99999404, 0.0026230486
1-03-4_0-3_5-2_5-Ses01M_script03_1_F038.wav, 1,03,4_0,3_5,2_5,Ses01M_script03_1_F038, -3.938729e-06, 0.119732395, 2.701608e-06, 0.00056873827, 3519690.5, 1940240.8, 0.9999774, 0.00085315236
4-09-2_5-3_5-4_0-Ses04F_script01_2_F011.wav, 4,09,2_5,3_5,4_0,Ses04F_script01_2_F011, -2.6766253e-05, 0.03605766, 4.3343755e-07, 0.00012501424, 581103.7, 742930.3, 0.99998796, 0.0018640883
5-04-2_0-2_0-3_5-Ses05F_impro06_F007.wav, 5,04,2_0,2_0,3_5,Ses05F_impro06_F007, -2.8127099e-05, 0.0046516377, 1.4758118e-07, 2.620096e-05, 294.14804, 258.93976, 0.9999683, 0.0020074425
1-03-4_0-2_5-2_5-Ses01M_script02_2_M049.wav, 1,03,4_0,2_5,2_5,Ses01M_script02_2_M049, -2.6001853e-05, 0.024089769, 4.2926126e-07, 0.000101688725, 1444.4934, 2217.1438, 0.9999822, 0.0014470965
1-03-4_0-2_6667-2_6667-Ses01F_impro03_F001.wav, 1,03,4_0,2_6667,2_6667,Ses01F_impro03_F001, -3.0946187e-05, 0.03855809, 7.005584e-07, 0.00016435227, 184713.1, 230440.88, 0.9999818, 0.0013624738
5-09-1_5-4_0-4_5-Ses05M_script02_1_F018.wav, 5,09,1_5,4_0,4_5,Ses05M_script02_1_F018, -2.7684271e-05, 0.021856712, 1.378449e-07, 5.4889108e-05, 559609.9, 802233.3, 0.9999937, 0.0008374694
2-04-2_5-2_5-2_0-Ses02M_script03_1_F015.wav, 2,04,2_5,2_5,2_0,Ses02M_script03_1_F015, -2.8738756e-05, 0.007910374, 1.9712951e-07, 3.948844e-05, 10972.991, 15477.9795, 0.9999751, 0.002282532
2-09-2_3333-3_3333-3_0-Ses02M_script01_2_F015.wav, 2,09,2_3333,3_3333,3_0,Ses02M_script01_2_F015, -2.7593509e-05, 0.029533252, 5.6971106e-07, 0.00012971158, 134777.88, 163728.38, 0.9999807, 0.0013760593
4-10-4_5-4_0-3_5-Ses04F_impro07_F044.wav, 4,10,4_5,4_0,3_5,Ses04F_impro07_F044, -1.2399616e-05, 0.06574034, 2.833756e-06, 0.00043160628, 2097.508, 2156.7422, 0.9999569, 0.0011298084
2-09-1_5-3_5-3_5-Ses02M_script02_2_F027.wav, 2,09,1_5,3_5,3_5,Ses02M_script02_2_F027, -2.0677615e-05, 0.02362699, 1.262124e-06, 0.00017268052, 71238.695, 83286.9, 0.9999466, 0.0009064611
5-01-3_0-2_3333-2_3333-Ses05M_impro05_F011.wav, 5,01,3_0,2_3333,2_3333,Ses05M_impro05_F011, -2.5064417e-05, 0.012822469, 2.7635093e-07, 5.952653e-05, 61015.74, 73855.39, 0.9999784, 0.0012078047
1-05-1_5-3_5-4_5-Ses01F_impro04_F033.wav, 1,05,1_5,3_5,4_5,Ses01F_impro04_F033, -2.6800451e-05, 0.031502396, 3.3685185e-07, 0.000103012244, 504541.97, 515636.1, 0.99998933, 0.0018319248
4-01-3_5-2_5-3_5-Ses04F_impro03_M034.wav, 4,01,3_5,2_5,3_5,Ses04F_impro03_M034, -2.751043e-05, 0.020487307, 3.5274783e-07, 8.501003e-05, 57126.027, 49952.34, 0.9999828, 0.00056201033
2-09-2_0-4_0-4_0-Ses02M_script02_2_F029.wav, 2,09,2_0,4_0,4_0,Ses02M_script02_2_F029, -2.734802e-05, 0.02196976, 3.2233035e-07, 8.415107e-05, 148229.0, 192541.48, 0.99998534, 0.0012246091
2-05-2_0-4_0-4_0-Ses02F_script02_2_F006.wav, 2,05,2_0,4_0,4_0,Ses02F_script02_2_F006, -2.5881449e-05, 0.043482844, 6.0392824e-07, 0.00016204982, 1340612.8, 1075353.4, 0.9999861, 0.0021337487
3-09-2_0-4_0-4_5-Ses03M_impro08a_F012.wav, 3,09,2_0,4_0,4_5,Ses03M_impro08a_F012, -2.7840191e-05, 0.0092902, 1.2611093e-07, 3.4228375e-05, 22180.252, 19899.416, 0.9999864, 0.0011102305
2-01-3_5-4_0-4_0-Ses02F_impro04_M013.wav, 2,01,3_5,4_0,4_0,Ses02F_impro04_M013, -2.7720374e-05, 0.022756558, 1.0815832e-07, 4.961143e-05, 316910.16, 888483.0, 0.99999523, 0.001339254
5-05-2_0-4_5-4_5-Ses05F_script03_2_M026.wav, 5,05,2_0,4_5,4_5,Ses05F_script03_2_M026, -2.8486791e-05, 0.038514532, 4.541799e-07, 0.00013225841, 570559.6, 732276.1, 0.9999882, 0.00078642793
1-05-2_0-2_5-3_5-Ses01M_script02_1_F023.wav, 1,05,2_0,2_5,3_5,Ses01M_script02_1_F023, -1.6023907e-05, 0.061248615, 1.7321925e-06, 0.00032571668, 772132.0, 1265387.5, 0.99997175, 0.0016613603
2-10-5_0-4_5-4_0-Ses02M_impro03_F008.wav, 2,10,5_0,4_5,4_0,Ses02M_impro03_F008, -2.7621783e-05, 0.028908264, 4.2760522e-07, 0.00011118065, 695638.5, 545957.44, 0.9999852, 0.0015317668
5-04-1_5-2_0-2_0-Ses05M_impro06_M019.wav, 5,04,1_5,2_0,2_0,Ses05M_impro06_M019, -2.5978088e-05, 0.005180785, 1.2698149e-07, 2.564869e-05, 930.54675, 3392.623, 0.9999755, 0.0040428764
4-10-4_5-4_0-4_0-Ses04M_impro07_F016.wav, 4,10,4_5,4_0,4_0,Ses04M_impro07_F016, -2.7378219e-05, 0.024174815, 4.9215765e-07, 0.00010907595, 81321.19, 132339.97, 0.9999796, 0.0012984999
4-06-3_0-3_0-3_5-Ses04F_script03_1_M001.wav, 4,06,3_0,3_0,3_5,Ses04F_script03_1_M001, -2.9530833e-05, 0.024635632, 1.4805951e-06, 0.00019097955, 115544.87, 64298.918, 0.9999399, 0.0010108722
4-09-2_0-3_5-3_0-Ses04M_impro01_M006.wav, 4,09,2_0,3_5,3_0,Ses04M_impro01_M006, -2.92738e-05, 0.031388063, 6.8117805e-07, 0.00014622023, 232114.94, 251791.38, 0.9999783, 0.000479898
4-01-3_5-3_0-2_5-Ses04F_impro07_M051.wav, 4,01,3_5,3_0,2_5,Ses04F_impro07_M051, -2.5331115e-05, 0.015536093, 2.951436e-07, 6.771472e-05, 69503.51, 53270.824, 0.999981, 0.0008596686
2-01-3_0-2_0-2_5-Ses02F_script02_1_F005.wav, 2,01,3_0,2_0,2_5,Ses02F_script02_1_F005, -2.43783e-05, 0.007648784, 3.7347687e-07, 5.3446354e-05, 9313.896, 10831.487, 0.9999512, 0.0032301438
4-09-2_5-2_5-3_5-Ses04F_script01_1_M042.wav, 4,09,2_5,2_5,3_5,Ses04F_script01_1_M042, -2.7821698e-05, 0.0047896667, 8.207888e-08, 1.9827443e-05, 139.51404, 273.09534, 0.99998283, 0.0027220636
5-04-2_0-2_5-3_0-Ses05F_script01_3_M026.wav, 5,04,2_0,2_5,3_0,Ses05F_script01_3_M026, -2.7115138e-05, 0.0051253196, 1.5377832e-07, 2.8074126e-05, 5932.7695, 4356.3984, 0.99997, 0.0027344923
3-04-2_0-2_0-2_0-Ses03F_impro02_M017.wav, 3,04,2_0,2_0,2_0,Ses03F_impro02_M017, -2.7397396e-05, 0.0039640306, 1.5039136e-07, 2.4416257e-05, 1095.607, 665.31476, 0.9999621, 0.0021502168
1-05-2_5-2_5-3_5-Ses01F_script01_2_F004.wav, 1,05,2_5,2_5,3_5,Ses01F_script01_2_F004, -3.463367e-05, 0.010161796, 3.257103e-07, 5.7530066e-05, 4036.718, 2723.5918, 0.99996793, 0.004349986
4-09-2_5-3_5-3_5-Ses04M_impro02_M017.wav, 4,09,2_5,3_5,3_5,Ses04M_impro02_M017, -2.4926887e-05, 0.02178937, 2.1412464e-07, 6.830509e-05, 186587.19, 249876.23, 0.99999017, 0.0022614254
2-05-2_0-4_0-2_0-Ses02F_script03_2_M007.wav, 2,05,2_0,4_0,2_0,Ses02F_script03_2_M007, -2.9868714e-05, 0.04305161, 1.2874303e-06, 0.00023542381, 610422.0, 443261.34, 0.9999701, 0.0010956114
1-01-3_0-3_5-2_5-Ses01F_impro04_M006.wav, 1,01,3_0,3_5,2_5,Ses01F_impro04_M006, -2.7715552e-05, 0.011778101, 2.4247143e-07, 5.3439515e-05, 39416.83, 34003.8, 0.99997944, 0.0031632
5-04-4_0-2_5-3_5-Ses05F_script02_2_F016.wav, 5,04,4_0,2_5,3_5,Ses05F_script02_2_F016, -2.7913275e-05, 0.009516963, 9.944335e-08, 3.0763375e-05, 24499.48, 55385.93, 0.99998957, 0.002207856
5-09-2_5-3_5-3_0-Ses05F_impro01_F005.wav, 5,09,2_5,3_5,3_0,Ses05F_impro01_F005, -3.6677666e-05, 0.027644593, 5.876943e-07, 0.00012746057, 132090.86, 184020.77, 0.9999787, 0.00064156146
2-09-2_5-4_0-3_5-Ses02F_impro01_M021.wav, 2,09,2_5,4_0,3_5,Ses02F_impro01_M021, -2.5866218e-05, 0.057535537, 5.6339945e-07, 0.00018004204, 1465910.8, 1726010.6, 0.9999902, 0.0006831313
2-05-1_5-4_5-4_0-Ses02F_script03_2_M044.wav, 2,05,1_5,4_5,4_0,Ses02F_script03_2_M044, -2.8124992e-05, 0.066395536, 2.1501144e-06, 0.00037782715, 546443.0, 250600.08, 0.99996763, 0.00072902674
4-05-2_0-3_5-2_5-Ses04M_script02_1_F012.wav, 4,05,2_0,3_5,2_5,Ses04M_script02_1_F012, -2.9917095e-05, 0.018187495, 4.0620637e-07, 8.595177e-05, 36443.086, 41919.984, 0.99997765, 0.002393036
3-05-2_0-3_5-4_0-Ses03M_impro08a_F014.wav, 3,05,2_0,3_5,4_0,Ses03M_impro08a_F014, -2.7884074e-05, 0.011467033, 2.5595935e-07, 5.417578e-05, 53214.62, 46593.113, 0.9999777, 0.0009273711
4-05-2_0-3_5-4_5-Ses04M_script02_2_F025.wav, 4,05,2_0,3_5,4_5,Ses04M_script02_2_F025, -1.7717184e-05, 0.045689464, 2.0544762e-06, 0.00030637195, 178135.05, 105186.445, 0.99995506, 0.0010178371
1-10-2_5-3_0-3_0-Ses01M_impro03_F002.wav, 1,10,2_5,3_0,3_0,Ses01M_impro03_F002, -4.2271306e-05, 0.014634838, 6.6437565e-07, 9.860328e-05, 1493.8981, 1146.7095, 0.9999546, 0.004082234
3-04-3_0-2_0-2_5-Ses03F_script01_3_F029.wav, 3,04,3_0,2_0,2_5,Ses03F_script01_3_F029, -2.5142139e-05, 0.0023457054, 7.565201e-08, 1.332163e-05, 208.6079, 167.21193, 0.99996775, 0.0061271973
1-04-2_0-2_0-2_5-Ses01M_impro02_M010.wav, 1,04,2_0,2_0,2_5,Ses01M_impro02_M010, -2.6980442e-05, 0.0074934126, 1.7475367e-07, 3.618667e-05, 17870.863, 18870.434, 0.9999767, 0.005538576
5-01-3_0-4_0-3_0-Ses05M_impro08_F011.wav, 5,01,3_0,4_0,3_0,Ses05M_impro08_F011, -2.7968084e-05, 0.012228912, 1.07346935e-07, 3.623146e-05, 37691.797, 56243.34, 0.99999124, 0.0012985629
3-09-2_0-4_5-4_0-Ses03M_impro08a_F002.wav, 3,09,2_0,4_5,4_0,Ses03M_impro08a_F002, -2.7687334e-05, 0.015523328, 2.1328152e-07, 5.7539386e-05, 188231.58, 148229.5, 0.99998623, 0.00092623965
5-04-2_0-2_0-2_5-Ses05M_impro06_F009.wav, 5,04,2_0,2_0,2_5,Ses05M_impro06_F009, -2.7028529e-05, 0.006219067, 8.676303e-08, 2.3228846e-05, 32176.102, 73549.54, 0.99998605, 0.0011616518
5-09-1_5-3_5-4_5-Ses05F_script01_1_M011.wav, 5,09,1_5,3_5,4_5,Ses05F_script01_1_M011, -2.6749796e-05, 0.017577171, 9.826203e-08, 4.155903e-05, 186287.94, 305257.66, 0.9999944, 0.0010465996
2-03-4_0-3_0-3_3333-Ses02F_script03_1_F025.wav, 2,03,4_0,3_0,3_3333,Ses02F_script03_1_F025, -2.270138e-05, 0.01786683, 3.8373702e-07, 8.280099e-05, 77618.125, 104894.54, 0.99997854, 0.0021216783
3-01-3_0-3_5-4_0-Ses03M_impro08b_M019.wav, 3,01,3_0,3_5,4_0,Ses03M_impro08b_M019, -1.0271753e-05, 0.026619818, 1.5567073e-07, 6.4373e-05, 499201.4, 950815.3, 0.99999416, 0.00047292665
5-10-3_6667-3_3333-2_6667-Ses05M_impro03_M020.wav, 5,10,3_6667,3_3333,2_6667,Ses05M_impro03_M020, -2.5701142e-05, 0.031979278, 7.994808e-07, 0.00015989416, 142332.77, 167516.31, 0.999975, 0.00095734984
1-07-3_0-2_0-2_0-Ses01F_script03_1_M030.wav, 1,07,3_0,2_0,2_0,Ses01F_script03_1_M030, -1.8701554e-05, 0.039535988, 9.5038354e-07, 0.00019383864, 148231.38, 156191.3, 0.999976, 0.001542001
1-03-4_3333-3_3333-3_3333-Ses01F_impro03_F025.wav, 1,03,4_3333,3_3333,3_3333,Ses01F_impro03_F025, -2.9114002e-05, 0.05112051, 8.129849e-07, 0.00020386155, 424540.75, 535878.4, 0.9999841, 0.00087951234
3-04-2_5-2_0-3_0-Ses03M_impro06_F019.wav, 3,04,2_5,2_0,3_0,Ses03M_impro06_F019, -2.9004097e-05, 0.0014381337, 3.027903e-08, 6.5995087e-06, 85.97059, 135.10518, 0.99997896, 0.004434538
4-05-2_0-4_0-3_0-Ses04M_script03_2_F042.wav, 4,05,2_0,4_0,3_0,Ses04M_script03_2_F042, -2.5889913e-05, 0.052055534, 6.2564015e-07, 0.00018046547, 1051173.8, 956742.5, 0.99998796, 0.0021645424
3-04-2_0-2_0-3_0-Ses03F_impro06_F031.wav, 3,04,2_0,2_0,3_0,Ses03F_impro06_F031, -2.9307575e-05, 0.0019400945, 2.9947362e-08, 7.6228835e-06, 296.57822, 666.81055, 0.99998456, 0.0076754554
5-10-3_5-2_5-2_5-Ses05M_impro07_M042.wav, 5,10,3_5,2_5,2_5,Ses05M_impro07_M042, -3.427144e-05, 0.0180638, 5.819705e-07, 0.00010252926, 25178.516, 15165.485, 0.99996775, 0.0012219418
5-10-4_5-3_5-4_0-Ses05F_impro03_F004.wav, 5,10,4_5,3_5,4_0,Ses05F_impro03_F004, -4.0128674e-05, 0.02865055, 1.5175082e-06, 0.00020850694, 112618.21, 107923.19, 0.999947, 0.0016317229
1-04-2_0-3_0-4_0-Ses01F_impro06_F011.wav, 1,04,2_0,3_0,4_0,Ses01F_impro06_F011, -2.5188869e-05, 0.009204255, 3.814737e-08, 1.873801e-05, 74037.234, 153347.19, 0.9999958, 0.0026033656
2-09-2_0-2_5-3_5-Ses02M_script01_1_M019.wav, 2,09,2_0,2_5,3_5,Ses02M_script01_1_M019, -3.077862e-05, 0.012153753, 2.7722922e-07, 5.8045604e-05, 37307.37, 48081.83, 0.9999772, 0.0021208702
2-01-3_5-3_0-2_5-Ses02F_impro08_M013.wav, 2,01,3_5,3_0,2_5,Ses02F_impro08_M013, -2.603966e-05, 0.010702548, 1.4662935e-07, 3.9614082e-05, 66213.18, 84607.78, 0.9999863, 0.0018934269
5-01-3_0-3_5-3_5-Ses05F_impro05_M005.wav, 5,01,3_0,3_5,3_5,Ses05F_impro05_M005, -2.7728223e-05, 0.011772426, 1.5708251e-07, 4.3002467e-05, 52809.605, 64595.613, 0.99998665, 0.0014135427
5-09-1_5-2_5-3_0-Ses05M_impro01_F014.wav, 5,09,1_5,2_5,3_0,Ses05M_impro01_F014, -2.7397575e-05, 0.012727623, 3.024689e-07, 6.204521e-05, 26576.232, 26290.516, 0.9999762, 0.0010766691
3-09-2_5-2_5-3_5-Ses03M_impro08a_F033.wav, 3,09,2_5,2_5,3_5,Ses03M_impro08a_F033, -3.0418132e-05, 0.004749821, 8.4581025e-08, 2.004356e-05, 372.87814, 378.30264, 0.9999822, 0.0023401342
1-05-1_5-4_0-3_0-Ses01M_script02_1_F014.wav, 1,05,1_5,4_0,3_0,Ses01M_script02_1_F014, -1.50108335e-05, 0.06589184, 1.7905397e-06, 0.0003434804, 347135.9, 314056.1, 0.9999728, 0.0015700494
2-01-4_0-3_0-4_0-Ses02F_impro08_F002.wav, 2,01,4_0,3_0,4_0,Ses02F_impro08_F002, -2.2540835e-05, 0.020655349, 2.7225985e-07, 7.499017e-05, 266013.47, 247475.22, 0.9999868, 0.0015940194
2-10-4_0-3_5-3_5-Ses02M_impro07_M017.wav, 2,10,4_0,3_5,3_5,Ses02M_impro07_M017, -3.763251e-05, 0.04832974, 8.8582453e-07, 0.00020690782, 388246.2, 276898.62, 0.99998164, 0.00079835585
5-04-2_0-3_0-2_5-Ses05F_script01_1_M006.wav, 5,04,2_0,3_0,2_5,Ses05F_script01_1_M006, -2.894906e-05, 0.0031862739, 9.667896e-08, 1.7551425e-05, 1987.585, 1844.2301, 0.99996966, 0.0037891315
4-04-2_0-3_0-4_0-Ses04M_script01_3_M028.wav, 4,04,2_0,3_0,4_0,Ses04M_script01_3_M028, -2.7111595e-05, 0.017315036, 7.307554e-08, 3.5571054e-05, 118650.055, 277521.38, 0.99999577, 0.0029493968
3-04-1_5-2_5-2_5-Ses03F_impro02_M025.wav, 3,04,1_5,2_5,2_5,Ses03F_impro02_M025, -2.6442487e-05, 0.0062013855, 1.6851699e-07, 3.2326723e-05, 14152.282, 10140.879, 0.9999728, 0.0017932887
4-05-2_0-3_5-3_0-Ses04F_script01_2_F006.wav, 4,05,2_0,3_5,3_0,Ses04F_script01_2_F006, -2.6673508e-05, 0.0125604635, 2.4609412e-07, 5.5596578e-05, 59539.516, 55731.918, 0.9999804, 0.0034796174
5-09-1_5-3_5-4_5-Ses05F_impro04_F005.wav, 5,09,1_5,3_5,4_5,Ses05F_impro04_F005, -2.5569068e-05, 0.027972987, 1.0792035e-06, 0.00017374505, 14014.148, 9456.165, 0.99996144, 0.00091895805
4-05-1_5-3_5-3_5-Ses04M_script01_1_M022.wav, 4,05,1_5,3_5,3_5,Ses04M_script01_1_M022, -2.5412583e-05, 0.020525465, 1.3475288e-07, 5.2591273e-05, 408603.0, 829483.75, 0.99999344, 0.0020337757
1-01-2_3333-2_6667-2_3333-Ses01F_script01_1_F034.wav, 1,01,2_3333,2_6667,2_3333,Ses01F_script01_1_F034, -2.4760424e-05, 0.012604207, 2.8748437e-07, 6.019486e-05, 1311.6946, 1909.4421, 0.9999772, 0.0032206613
3-04-2_0-2_5-3_0-Ses03M_impro02_F013.wav, 3,04,2_0,2_5,3_0,Ses03M_impro02_F013, -2.6013615e-05, 0.0034058369, 8.105024e-08, 1.6614706e-05, 460.97934, 637.17737, 0.9999762, 0.0033297741
3-04-3_0-2_0-3_5-Ses03M_impro06_M025.wav, 3,04,3_0,2_0,3_5,Ses03M_impro06_M025, -2.3518292e-05, 0.004578395, 6.4959565e-08, 1.7245511e-05, 16962.45, 21524.193, 0.9999858, 0.005162471
5-01-2_5-2_5-3_5-Ses05F_impro04_M004.wav, 5,01,2_5,2_5,3_5,Ses05F_impro04_M004, -2.407034e-05, 0.00747787, 2.3846098e-07, 4.2227122e-05, 2294.1772, 2730.5276, 0.9999681, 0.0007484588
2-04-2_0-2_0-3_5-Ses02M_script01_3_F021.wav, 2,04,2_0,2_0,3_5,Ses02M_script01_3_F021, -2.7512911e-05, 0.0039522345, 6.481354e-08, 1.600514e-05, 295.4141, 553.6716, 0.9999836, 0.0027022546
1-01-3_0-2_5-2_5-Ses01F_impro06_M008.wav, 1,01,3_0,2_5,2_5,Ses01F_impro06_M008, -1.4816174e-05, 0.014708689, 4.398515e-07, 8.0432714e-05, 81391.68, 138948.11, 0.9999701, 0.004888965
2-05-2_3333-3_0-3_3333-Ses02M_script01_2_F000.wav, 2,05,2_3333,3_0,3_3333,Ses02M_script01_2_F000, -2.5544397e-05, 0.01971763, 5.2375e-07, 0.00010162099, 137236.22, 202473.58, 0.9999734, 0.0023557385
5-01-2_5-2_5-3_5-Ses05F_impro05_M010.wav, 5,01,2_5,2_5,3_5,Ses05F_impro05_M010, -2.9746843e-05, 0.008602902, 1.2192474e-07, 3.238657e-05, 54941.39, 60924.793, 0.9999858, 0.0016583427
3-09-2_6667-2_3333-2_3333-Ses03M_script02_2_M010.wav, 3,09,2_6667,2_3333,2_3333,Ses03M_script02_2_M010, -2.534554e-05, 0.006557456, 1.0970859e-07, 2.6821675e-05, 2467.4707, 2498.6833, 0.99998325, 0.0035651159
4-09-2_0-3_3333-2_6667-Ses04M_impro04_M001.wav, 4,09,2_0,3_3333,2_6667,Ses04M_impro04_M001, -2.7474942e-05, 0.024138115, 9.01752e-08, 4.6654575e-05, 1244300.9, 3339451.2, 0.99999624, 0.0015338042
1-01-3_5-2_5-2_5-Ses01M_impro07_M020.wav, 1,01,3_5,2_5,2_5,Ses01M_impro07_M020, -2.8812823e-05, 0.07817381, 1.2657672e-06, 0.00031456034, 232859.31, 255449.53, 0.9999838, 0.00092709815
2-09-2_5-3_5-3_5-Ses02F_impro01_M018.wav, 2,09,2_5,3_5,3_5,Ses02F_impro01_M018, -2.6531938e-05, 0.04741087, 5.25229e-07, 0.00015780138, 1281383.1, 1220808.8, 0.9999889, 0.0005705982
5-09-2_5-3_0-4_0-Ses05F_impro05_M029.wav, 5,09,2_5,3_0,4_0,Ses05F_impro05_M029, -2.6742895e-05, 0.0132928295, 8.0738644e-08, 3.2760196e-05, 165126.78, 215655.55, 0.9999939, 0.0010395197
5-10-2_5-3_5-3_5-Ses05M_script03_1_F026.wav, 5,10,2_5,3_5,3_5,Ses05M_script03_1_F026, -2.5240839e-05, 0.024213763, 3.0696896e-07, 8.621347e-05, 322558.22, 756130.8, 0.9999873, 0.0006233869
1-04-2_5-1_5-2_0-Ses01M_script01_3_F024.wav, 1,04,2_5,1_5,2_0,Ses01M_script01_3_F024, -2.3927307e-05, 0.01341787, 2.9633696e-07, 6.305644e-05, 2098.4526, 4174.55, 0.9999779, 0.0037726276
5-03-4_0-2_5-3_5-Ses05F_script02_2_F037.wav, 5,03,4_0,2_5,3_5,Ses05F_script02_2_F037, -2.6990625e-05, 0.0076046903, 8.0734424e-08, 2.4777972e-05, 36713.523, 175781.89, 0.9999894, 0.002882301
5-03-4_3333-3_6667-3_0-Ses05M_impro03_F008.wav, 5,03,4_3333,3_6667,3_0,Ses05M_impro03_F008, -1.8545357e-05, 0.04702686, 1.3421276e-06, 0.00025122534, 214395.83, 358085.2, 0.99997145, 0.0012704916
1-01-3_3333-2_0-1_6667-Ses01F_script01_3_F005.wav, 1,01,3_3333,2_0,1_6667,Ses01F_script01_3_F005, -2.3845994e-05, 0.010759095, 1.4910155e-07, 4.0052022e-05, 88844.61, 246078.1, 0.9999861, 0.00228551
5-10-3_5-2_5-3_5-Ses05F_impro03_M046.wav, 5,10,3_5,2_5,3_5,Ses05F_impro03_M046, -2.7661294e-05, 0.005737847, 2.2274692e-07, 3.5750014e-05, 3879.44, 2381.6394, 0.9999612, 0.0020345203
3-01-3_0-2_5-3_0-Ses03M_impro03_F015.wav, 3,01,3_0,2_5,3_0,Ses03M_impro03_F015, -2.8736607e-05, 0.006924458, 1.5717816e-07, 3.2990196e-05, 18294.6, 11005.616, 0.9999773, 0.0022135538
