File_Name,Modality,Vocal_Channel ,Emotion,Emotional_Intensity,Statement,Repetition,Actor,Signal_Mean,Signal_StdDeviation,Rms_Vec_Mean,Rms_Vec_StdDeviation,Autocorrelation_Max,Autocorrelation_StdDeviation,Silence,Harmonic_Mean
03-01-02-02-02-02-02.wav, 03,01,02,02,02,02,02, -1.0128273e-06, 0.0052190446, 2.6492652e-08, 1.175856e-05, 22534.83, 79993.68, 0.99999493, 0.0031671533
03-01-01-01-01-01-02.wav, 03,01,01,01,01,01,02, -2.2917814e-07, 0.0064540487, 3.6970004e-08, 1.5446783e-05, 10610.75, 50639.848, 0.9999943, 0.008582545
03-01-02-01-01-02-02.wav, 03,01,02,01,01,02,02, -5.864001e-07, 0.0056320713, 2.9304028e-08, 1.2846766e-05, 13386.705, 106716.195, 0.9999948, 0.0042430996
03-01-05-01-01-02-02.wav, 03,01,05,01,01,02,02, -4.2647284e-07, 0.013068818, 7.418017e-08, 3.1135794e-05, 57089.81, 147101.53, 0.99999434, 0.007924575
03-01-06-01-01-01-02.wav, 03,01,06,01,01,01,02, 1.5068683e-07, 0.012599224, 7.2170884e-08, 3.0154479e-05, 31529.723, 235884.66, 0.9999943, 0.0033772013
03-01-06-02-02-01-02.wav, 03,01,06,02,02,01,02, 4.3595784e-07, 0.03214537, 1.8584056e-07, 7.729091e-05, 486632.0, 904412.4, 0.9999942, 0.0051530735
03-01-05-02-02-02-02.wav, 03,01,05,02,02,02,02, 2.5421787e-07, 0.06853177, 3.5658027e-07, 0.00015632335, 2051448.6, 4688142.0, 0.9999948, 0.0062618973
03-01-07-01-02-02-02.wav, 03,01,07,01,02,02,02, 9.676337e-08, 0.007452237, 4.0460534e-08, 1.7364264e-05, 38982.53, 88673.62, 0.9999946, 0.0041723074
03-01-04-01-02-01-02.wav, 03,01,04,01,02,01,02, -2.2536994e-06, 0.005862455, 3.2681445e-08, 1.3841585e-05, 44592.867, 295464.4, 0.9999944, 0.004508351
03-01-04-02-01-01-02.wav, 03,01,04,02,01,01,02, -8.8092327e-07, 0.005279021, 2.942904e-08, 1.2464128e-05, 1392.7703, 3855.957, 0.9999944, 0.0053353067
03-01-07-02-01-02-02.wav, 03,01,07,02,01,02,02, 1.232394e-07, 0.010914945, 5.4959695e-08, 2.4492361e-05, 23198.922, 119798.664, 0.999995, 0.0061505805
03-01-08-02-01-02-02.wav, 03,01,08,02,01,02,02, 3.4348525e-07, 0.0146196475, 8.077982e-08, 3.4365145e-05, 48349.66, 134060.98, 0.99999446, 0.008610908
03-01-08-01-02-02-02.wav, 03,01,08,01,02,02,02, -6.77689e-08, 0.011724145, 6.905869e-08, 2.8454277e-05, 92382.6, 157488.64, 0.9999941, 0.007628743
03-01-01-01-02-01-02.wav, 03,01,01,01,02,01,02, -3.697925e-07, 0.009507046, 5.2530737e-08, 2.2347429e-05, 104716.18, 239220.19, 0.99999446, 0.008568343
03-01-02-01-02-02-02.wav, 03,01,02,01,02,02,02, -6.239939e-07, 0.0059865774, 3.1410384e-08, 1.3712674e-05, 24117.916, 56566.945, 0.99999475, 0.003070341
03-01-02-02-01-02-02.wav, 03,01,02,02,01,02,02, -1.1232643e-06, 0.0052987197, 2.73416e-08, 1.2036298e-05, 13265.498, 92576.46, 0.9999948, 0.003193971
03-01-03-01-01-01-02.wav, 03,01,03,01,01,01,02, 2.3994443e-07, 0.01255325, 7.257318e-08, 3.0183113e-05, 71403.484, 447861.94, 0.9999942, 0.006834751
03-01-03-02-02-01-02.wav, 03,01,03,02,02,01,02, 3.862376e-08, 0.021049166, 1.18401296e-07, 4.992226e-05, 532928.25, 1336647.0, 0.9999944, 0.0060507716
03-01-04-02-02-01-02.wav, 03,01,04,02,02,01,02, -7.2510085e-07, 0.006623077, 3.725447e-08, 1.5707785e-05, 52970.42, 243554.27, 0.9999944, 0.0036788208
03-01-07-02-02-02-02.wav, 03,01,07,02,02,02,02, 1.1558615e-07, 0.012997691, 6.7069294e-08, 2.9525198e-05, 197142.92, 479889.88, 0.9999948, 0.006325395
03-01-07-01-01-02-02.wav, 03,01,07,01,01,02,02, -4.819531e-07, 0.005256131, 3.0107998e-08, 1.257974e-05, 11702.371, 42349.39, 0.9999943, 0.004461262
03-01-04-01-01-01-02.wav, 03,01,04,01,01,01,02, -9.606747e-07, 0.0047169845, 2.5610015e-08, 1.0990934e-05, 11995.002, 46677.906, 0.9999946, 0.0052177766
03-01-06-02-01-01-02.wav, 03,01,06,02,01,01,02, -6.451778e-08, 0.024201285, 1.3255024e-07, 5.663805e-05, 114028.516, 585536.25, 0.9999945, 0.0034022864
03-01-05-02-01-02-02.wav, 03,01,05,02,01,02,02, -1.2848244e-05, 0.03305699, 1.7199991e-07, 7.540407e-05, 358829.56, 807779.4, 0.9999948, 0.0076755756
03-01-05-01-02-02-02.wav, 03,01,05,01,02,02,02, -7.320929e-08, 0.014013863, 7.67536e-08, 3.279643e-05, 203997.8, 466837.06, 0.9999945, 0.0058785034
03-01-06-01-02-01-02.wav, 03,01,06,01,02,01,02, 2.5602228e-07, 0.014404264, 8.1760454e-08, 3.4317483e-05, 158195.81, 388762.34, 0.99999434, 0.0047608633
03-01-08-01-01-02-02.wav, 03,01,08,01,01,02,02, 2.2811471e-07, 0.009217346, 5.429326e-08, 2.2370405e-05, 67351.06, 199611.95, 0.9999941, 0.006108917
03-01-08-02-02-02-02.wav, 03,01,08,02,02,02,02, 1.419049e-07, 0.021773027, 1.1924968e-07, 5.0954928e-05, 283925.06, 507293.53, 0.9999945, 0.0034475783
03-01-07-02-01-01-02.wav, 03,01,07,02,01,01,02, 1.263127e-07, 0.009367796, 4.7169433e-08, 2.102069e-05, 33315.41, 208384.19, 0.999995, 0.0035595838
03-01-04-02-01-02-02.wav, 03,01,04,02,01,02,02, -3.541105e-08, 0.004401745, 2.4321709e-08, 1.0346851e-05, 5971.0605, 14762.306, 0.99999446, 0.0048373686
03-01-04-01-02-02-02.wav, 03,01,04,01,02,02,02, -1.9644592e-06, 0.0054748906, 3.02507e-08, 1.2869176e-05, 42879.965, 120067.59, 0.99999446, 0.0043813125
03-01-07-01-02-01-02.wav, 03,01,07,01,02,01,02, 6.5704797e-09, 0.008056941, 4.3366573e-08, 1.86922e-05, 50247.676, 113118.22, 0.99999464, 0.004157033
03-01-05-02-02-01-02.wav, 03,01,05,02,02,01,02, 1.4195552e-07, 0.08012885, 4.1692152e-07, 0.00018277671, 4746226.5, 9472836.0, 0.9999948, 0.0061378563
03-01-06-02-02-02-02.wav, 03,01,06,02,02,02,02, 2.8563971e-07, 0.028720146, 1.6603856e-07, 6.905527e-05, 933323.75, 4151082.2, 0.9999942, 0.0065423697
03-01-06-01-01-02-02.wav, 03,01,06,01,01,02,02, 1.8867311e-07, 0.013394139, 7.466937e-08, 3.162475e-05, 59488.668, 373033.1, 0.9999944, 0.0028574523
03-01-05-01-01-01-02.wav, 03,01,05,01,01,01,02, 4.3132307e-08, 0.012110801, 6.874231e-08, 2.885335e-05, 39994.453, 137964.89, 0.99999434, 0.009360513
03-01-08-01-02-01-02.wav, 03,01,08,01,02,01,02, 1.51906e-07, 0.011485851, 6.6402265e-08, 2.761664e-05, 100347.41, 206588.5, 0.9999942, 0.006832178
03-01-08-02-01-01-02.wav, 03,01,08,02,01,01,02, 1.4774687e-05, 0.014839472, 8.2726714e-08, 3.503728e-05, 70167.55, 254633.02, 0.9999944, 0.008850675
03-01-02-01-01-01-02.wav, 03,01,02,01,01,01,02, -5.940012e-07, 0.0056610117, 3.0735297e-08, 1.3190529e-05, 11560.752, 80891.83, 0.9999946, 0.009966345
03-01-01-01-01-02-02.wav, 03,01,01,01,01,02,02, -1.4326093e-07, 0.0061493465, 3.5550524e-08, 1.4785428e-05, 20002.328, 99305.9, 0.9999942, 0.009084628
03-01-02-02-02-01-02.wav, 03,01,02,02,02,01,02, -8.540405e-07, 0.0057020215, 2.8944324e-08, 1.2846716e-05, 34641.07, 101986.625, 0.99999493, 0.003364392
03-01-03-01-02-02-02.wav, 03,01,03,01,02,02,02, -1.1194429e-07, 0.011911387, 6.640277e-08, 2.8123672e-05, 159769.94, 528647.1, 0.9999944, 0.0068733157
03-01-03-02-01-02-02.wav, 03,01,03,02,01,02,02, 1.2870403e-07, 0.032305397, 1.8337006e-07, 7.6966295e-05, 397891.75, 1919844.1, 0.99999434, 0.0055704527
03-01-04-02-02-02-03.wav, 03,01,04,02,02,02,03, 1.4516436e-05, 0.026705727, 1.5021998e-07, 6.333799e-05, 216830.34, 654588.6, 0.9999944, 0.020104796
03-01-07-02-02-01-03.wav, 03,01,07,02,02,01,03, 2.2840466e-06, 0.014539198, 7.8938534e-08, 3.387769e-05, 269383.0, 734943.7, 0.9999946, 0.009839704
03-01-07-01-01-01-03.wav, 03,01,07,01,01,01,03, -9.423263e-07, 0.009292313, 4.794972e-08, 2.110839e-05, 29274.799, 110282.7, 0.9999948, 0.0074764537
03-01-04-01-01-02-03.wav, 03,01,04,01,01,02,03, 3.16482e-06, 0.0036416163, 2.1249724e-08, 8.796718e-06, 9075.627, 30283.568, 0.99999416, 0.018019952
03-01-06-02-01-02-03.wav, 03,01,06,02,01,02,03, 3.4079783e-06, 0.07310624, 3.9013753e-07, 0.00016888314, 444878.72, 1087869.0, 0.99999464, 0.014927338
03-01-05-02-01-01-03.wav, 03,01,05,02,01,01,03, -2.3551445e-05, 0.08931571, 4.2247885e-07, 0.00019425299, 602736.2, 1557674.4, 0.9999953, 0.019108873
03-01-05-01-02-01-03.wav, 03,01,05,01,02,01,03, 4.445685e-06, 0.01152809, 6.313916e-08, 2.697912e-05, 126276.33, 507175.5, 0.9999945, 0.007701605
03-01-06-01-02-02-03.wav, 03,01,06,01,02,02,03, 1.4914024e-06, 0.012302409, 8.001368e-08, 3.1374442e-05, 20646.72, 39887.777, 0.9999935, 0.014592892
03-01-08-01-01-01-03.wav, 03,01,08,01,01,01,03, 3.981792e-07, 0.011003653, 7.082959e-08, 2.7917466e-05, 62863.023, 228537.06, 0.99999356, 0.0047655934
03-01-08-02-02-01-03.wav, 03,01,08,02,02,01,03, -3.0781073e-06, 0.029829653, 1.7738243e-07, 7.2741284e-05, 320520.12, 719125.1, 0.99999404, 0.014161567
03-01-01-01-02-02-03.wav, 03,01,01,01,02,02,03, -2.838001e-07, 0.008228541, 4.940077e-08, 2.016169e-05, 68066.75, 166652.23, 0.999994, 0.010811356
03-01-02-01-02-01-03.wav, 03,01,02,01,02,01,03, -1.92864e-07, 0.004456729, 2.4197055e-08, 1.0384541e-05, 18209.588, 63456.984, 0.9999946, 0.015592647
03-01-02-02-01-01-03.wav, 03,01,02,02,01,01,03, -3.495615e-06, 0.00718397, 3.7070095e-08, 1.6318969e-05, 23126.383, 179851.89, 0.9999948, 0.019046364
03-01-03-01-01-02-03.wav, 03,01,03,01,01,02,03, 1.934563e-06, 0.017260477, 9.978819e-08, 4.150169e-05, 112096.03, 436081.78, 0.9999942, 0.010045131
03-01-03-02-02-02-03.wav, 03,01,03,02,02,02,03, 1.3749016e-06, 0.038156386, 2.0716705e-07, 8.890894e-05, 600546.56, 1565715.6, 0.9999946, 0.015472047
03-01-02-01-01-02-03.wav, 03,01,02,01,01,02,03, 1.7268098e-07, 0.0047931485, 2.672061e-08, 1.1316991e-05, 15986.115, 114444.695, 0.9999944, 0.012901101
03-01-01-01-01-01-03.wav, 03,01,01,01,01,01,03, -1.2450114e-06, 0.007147504, 4.3327216e-08, 1.7597678e-05, 38192.31, 272619.9, 0.9999939, 0.0099754315
03-01-02-02-02-02-03.wav, 03,01,02,02,02,02,03, -1.671296e-05, 0.012802805, 6.661438e-08, 2.9203475e-05, 88181.03, 294851.4, 0.9999948, 0.020277329
03-01-03-01-02-01-03.wav, 03,01,03,01,02,01,03, 2.3264553e-07, 0.016329385, 9.710181e-08, 3.9819675e-05, 98798.195, 255445.2, 0.99999404, 0.005445501
03-01-03-02-01-01-03.wav, 03,01,03,02,01,01,03, 1.2026266e-05, 0.037458688, 1.8130572e-07, 8.241058e-05, 91156.83, 544808.8, 0.9999952, 0.009577842
03-01-07-02-01-02-03.wav, 03,01,07,02,01,02,03, -3.7520152e-07, 0.0071393778, 3.6240877e-08, 1.6085236e-05, 33986.36, 186315.62, 0.99999493, 0.010732291
03-01-04-02-01-01-03.wav, 03,01,04,02,01,01,03, -5.9810617e-07, 0.019147525, 1.0579853e-07, 4.5008535e-05, 181488.83, 1657286.0, 0.99999446, 0.0066142394
03-01-04-01-02-01-03.wav, 03,01,04,01,02,01,03, -6.0429334e-06, 0.006416716, 3.7442458e-08, 1.5500002e-05, 48648.004, 244089.03, 0.99999416, 0.019685054
03-01-07-01-02-02-03.wav, 03,01,07,01,02,02,03, -2.3155326e-06, 0.0110171605, 6.087494e-08, 2.589726e-05, 17017.678, 55027.63, 0.99999446, 0.008011057
03-01-05-02-02-02-03.wav, 03,01,05,02,02,02,03, -2.2025513e-06, 0.10457087, 4.8364706e-07, 0.00022489068, 4207565.0, 12757744.0, 0.99999535, 0.013574512
